tx_id,sender,receiver,device,amount,timestamp,hour_of_day,hop_count,velocity_10min,amount_normalized,is_new_pair,is_fraud
4e4286c8-a722-480d-b9aa-ca5e143051d5,user_54@demo,user_131@demo,device_54,3970.74,2024-06-17T15:05:00,15,2,2,0.397073964153895,False,0
abade04b-0764-4097-b06d-2e23f1c6ba84,user_85@demo,user_23@demo,device_85,1181.99,2024-02-27T20:51:00,20,3,1,0.11819943066481531,False,0
de4b5523-cb85-4ffe-ad38-079f9ede55bb,user_121@demo,user_157@demo,device_121,373.41,2024-06-10T20:36:00,20,4,1,0.03734128636309998,False,0
253e0dda-9b9b-4d26-8952-c73fdfe4ee43,user_102@demo,user_62@demo,device_102,3283.73,2024-01-28T10:49:00,10,1,3,0.32837294754478025,False,0
1fdb298f-a25b-4ee7-9f75-a239dd5ac69c,user_178@demo,user_132@demo,device_178,260.59,2024-02-01T15:29:00,15,2,1,0.026058974185179818,False,0
4b2a97c1-5aba-4eaa-bd57-060bdd00412f,user_143@demo,user_153@demo,device_143,4750.7,2024-06-05T13:52:00,13,4,3,0.47506976461313477,False,0
f6fea418-e9a2-4bb3-b534-2c5f8f4071f5,user_40@demo,user_191@demo,device_40,2255.85,2024-06-12T15:17:00,15,2,3,0.22558480886620713,False,0
3b0c486f-b3bc-4c62-80a2-4e6141a882e8,user_19@demo,user_183@demo,device_19,1180.12,2024-03-22T12:57:00,12,3,0,0.11801229542930303,False,0
b2b89d40-8f93-428e-9614-9a74ef9306f7,user_177@demo,user_39@demo,device_177,1077.62,2024-04-14T19:21:00,19,4,3,0.10776248567588773,False,0
30c099cd-cab7-4193-89c8-4170337c1eb4,user_107@demo,user_99@demo,device_107,2924.56,2024-05-27T20:24:00,20,1,3,0.2924556276879084,True,0
5fa6b3fb-3fef-46fd-aba4-bc7044e1d681,user_192@demo,user_99@demo,device_12,2695.72,2024-05-04T14:14:00,14,2,2,0.26957206323750554,False,0
3d11129d-dae2-4736-b20c-1ce667afde2a,user_86@demo,user_173@demo,device_86,9982.99,2024-05-16T03:01:00,3,8,14,0.9982988782513126,True,1
3f347ee1-4ef2-4e57-887e-d37f1971b943,user_21@demo,user_165@demo,device_21,687.14,2024-02-16T14:03:00,14,4,2,0.06871404412805156,False,0
4184223b-2b34-47aa-ae68-436909ee25a0,user_83@demo,user_87@demo,device_83,4399.4,2024-04-17T20:16:00,20,3,0,0.4399403530149458,False,0
d6bd4283-f5f7-40f2-a658-29efc7376940,user_13@demo,user_90@demo,device_13,3254.22,2024-01-08T11:15:00,11,1,1,0.3254219025316876,False,0
24171578-3d73-409f-8e1c-fbc42164d7f1,user_61@demo,user_32@demo,device_61,3350.6,2024-04-29T15:44:00,15,2,2,0.33505996346533545,False,0
a80e6415-fd5e-41e2-98a5-48834b6e0dfc,user_155@demo,user_192@demo,device_155,581.52,2024-03-20T19:06:00,19,2,0,0.05815190281806994,False,0
71a6d27e-f7f2-45d1-8b3c-df1ff3e7ca5b,user_96@demo,user_102@demo,device_96,999.67,2024-01-27T19:44:00,19,2,2,0.09996655876876592,False,0
f2e3d9eb-c2ee-4599-94f7-b81be5386b74,user_30@demo,user_145@demo,device_30,214.93,2024-06-18T20:23:00,20,4,0,0.02149349597286192,False,0
b0e1a2b0-8a25-4ff1-b746-cb1c1761b9fa,user_107@demo,user_126@demo,device_107,2173.28,2024-06-11T09:57:00,9,3,3,0.21732817726159837,False,0
b9c98324-79a8-4f34-b63d-44be03e55a58,user_187@demo,user_133@demo,device_12,1357.71,2024-04-29T18:27:00,18,4,2,0.13577111579731302,False,0
cf863973-04a1-423a-a990-a12a24b20209,user_22@demo,user_72@demo,device_22,1226.88,2024-05-25T15:39:00,15,4,3,0.12268785615628704,False,0
b4f0beef-51af-45ff-acbf-3026fd5b4ba5,user_83@demo,user_46@demo,device_83,1068.48,2024-03-28T15:17:00,15,3,2,0.10684780523968974,False,0
d5f27a2f-cdbc-4061-805d-3ee1884910be,user_48@demo,user_21@demo,device_48,3603.17,2024-05-22T11:48:00,11,4,1,0.360317257387993,False,0
68befd43-9c4a-4ddc-bd7b-1f436f1f0c8b,user_125@demo,user_114@demo,device_125,96.04,2024-02-26T20:25:00,20,3,1,0.009604386414837964,False,0
6141f425-3816-4737-9bf0-f22aa6d177a5,user_121@demo,user_142@demo,device_121,1725.35,2024-03-31T16:44:00,16,3,3,0.17253493967895506,False,0
039b93e1-4c76-4c1b-8674-c05ad75cf4e8,user_30@demo,user_185@demo,device_30,1584.58,2024-02-19T11:13:00,11,2,3,0.15845842405898727,False,0
3856df21-b7f7-4b79-a844-aa0710e7ba9d,user_194@demo,user_134@demo,device_14,1422.16,2024-02-19T17:18:00,17,1,1,0.14221635293420257,False,0
1f388b50-3265-4851-9934-6a1ae3dcb60c,user_181@demo,user_136@demo,device_7,1378.81,2024-05-21T10:18:00,10,1,1,0.1378813520648504,False,0
9706e6fe-9f70-4daf-bb05-a616d189673f,user_26@demo,user_3@demo,device_26,1428.85,2024-04-22T17:21:00,17,4,1,0.14288532424143754,False,0
2e3efadb-d5b1-46dc-b420-1c68e3c7ea06,user_122@demo,user_29@demo,device_122,2009.53,2024-05-27T09:40:00,9,1,0,0.20095301368371796,False,0
3da4d634-2af3-4a80-9030-7aedba79bd58,user_77@demo,user_21@demo,device_77,601.07,2024-06-04T11:38:00,11,4,1,0.06010732954351933,False,0
28034255-de43-406f-a904-7549f669213a,user_113@demo,user_76@demo,device_113,4950.26,2024-05-25T17:39:00,17,3,0,0.49502559897293213,False,0
2d1c2962-6a86-4e93-b58b-40bfe8b01886,user_195@demo,user_53@demo,device_9,1063.02,2024-02-10T18:15:00,18,1,1,0.10630157245739111,False,0
106fe5f3-0da1-42e5-a225-6ff93050bf09,user_104@demo,user_116@demo,device_104,2973.12,2024-01-09T19:14:00,19,3,2,0.29731178636466205,False,0
6e965a01-4df4-45e9-b046-1abcfd1d4721,user_116@demo,user_18@demo,device_116,1174.78,2024-06-09T18:37:00,18,3,1,0.11747847927385276,False,0
d9de1d61-72f6-47a8-85eb-396a14ae0aa5,user_165@demo,user_38@demo,device_165,4134.89,2024-01-16T12:10:00,12,1,2,0.4134889486653798,False,0
9c2ade03-78e6-4c2b-83a8-7aca355b8c03,user_73@demo,user_113@demo,device_73,2348.8,2024-06-28T09:25:00,9,3,2,0.23488028716780476,False,0
62b46819-db78-476f-b65a-0383f45fce6f,user_20@demo,user_154@demo,device_20,4448.22,2024-06-03T08:16:00,8,3,0,0.44482202175693436,True,0
47c6ecea-a334-4c7f-856c-536f1ed1e077,user_147@demo,user_151@demo,device_147,4997.87,2024-05-27T08:02:00,8,3,1,0.49978663602184825,False,0
78eb9b93-7e19-4eb4-97eb-bb66493edc3a,user_71@demo,user_46@demo,device_71,2185.07,2024-01-24T17:30:00,17,4,2,0.21850660855142456,False,0
14b94cde-c977-4ca6-a9ba-06846be3b2c6,user_26@demo,user_42@demo,device_26,2064.11,2024-03-14T13:42:00,13,4,3,0.20641089980410907,False,0
22cc9d7e-4594-49e6-9e39-ed29f4d45dda,user_116@demo,user_22@demo,device_116,1269.47,2024-04-13T13:55:00,13,1,0,0.12694702662016163,False,0
e2f672ed-58c4-4dc3-a260-df3f7f85a05f,user_105@demo,user_13@demo,device_105,2597.01,2024-06-09T11:28:00,11,4,0,0.2597012568379037,False,0
94b2f236-1703-4f0f-ae8a-54a91d9cc9b7,user_73@demo,user_113@demo,device_73,2428.71,2024-06-10T19:38:00,19,1,1,0.24287118667804908,False,0
837565c5-8ab8-412b-ae3c-9dd1909d5d66,user_3@demo,user_142@demo,device_3,475.11,2024-04-28T14:07:00,14,1,1,0.04751139143947975,False,0
8f89feee-a7cd-411b-bfdc-73024be06ff6,user_130@demo,user_181@demo,device_130,2083.3,2024-04-30T12:15:00,12,4,3,0.20832968112474118,False,0
2bc66d52-0d6a-4a31-be9a-26aa7e8fedc8,user_153@demo,user_130@demo,device_153,4397.84,2024-03-11T19:49:00,19,1,3,0.4397838013180915,False,0
e93411ef-136e-46f0-8d74-bb4dd81f0233,user_68@demo,user_0@demo,device_68,3632.99,2024-02-08T12:28:00,12,4,3,0.36329944032415273,False,0
3b4b9e2f-a2d3-47f3-a7c7-67ceff4f71a9,user_139@demo,user_96@demo,device_139,4664.93,2024-06-27T15:15:00,15,2,3,0.4664932756019152,False,0
40773a1c-3fc1-4e93-84fb-70ca8e23e610,user_11@demo,user_82@demo,device_11,2370.15,2024-04-08T19:42:00,19,4,1,0.23701514886996675,False,0
9a3240bb-d2b0-4b8b-81ba-ec66b74b76b1,user_128@demo,user_152@demo,device_128,4349.8,2024-01-26T13:33:00,13,4,3,0.4349804563677455,True,0
8eff86f0-1394-4004-90ad-3636063716e8,user_167@demo,user_39@demo,device_167,2352.76,2024-03-27T09:39:00,9,3,3,0.23527580989138122,False,0
686d1f61-27c0-4672-a869-cc784b38d5a6,user_172@demo,user_136@demo,device_172,4771.16,2024-05-18T14:02:00,14,4,0,0.4771156567187154,False,0
2a93c634-046c-4bd3-99d4-4c7d02bd0b65,user_73@demo,user_58@demo,device_73,460.99,2024-06-11T19:45:00,19,1,0,0.046099286053715355,False,0
dc2fcb52-96a7-4221-bef0-948fc8e29582,user_7@demo,user_12@demo,device_7,3982.76,2024-04-01T13:23:00,13,3,3,0.3982755891159437,False,0
7fdd2f0f-a154-43a2-9f92-6db26df8389c,user_144@demo,user_175@demo,device_144,908.48,2024-01-21T20:39:00,20,2,3,0.09084838618950425,False,0
e77545c0-97ec-4ba5-9c83-2bbbbb06d06e,user_149@demo,user_36@demo,device_149,2311.14,2024-04-27T11:16:00,11,3,0,0.23111380676414378,False,0
517362eb-2003-4aa2-b675-841768101c4a,user_73@demo,user_174@demo,device_73,798.3,2024-03-29T16:37:00,16,4,2,0.07982983541382169,False,0
cd7e9a11-c817-440e-bc48-1d2a6e6bda65,user_64@demo,user_117@demo,device_64,1004.09,2024-05-03T12:06:00,12,4,1,0.10040928255533728,False,0
fb1b6e13-a1d7-459f-8e78-a52de51f3e90,user_75@demo,user_180@demo,device_75,119.48,2024-03-11T12:00:00,12,4,0,0.011947859331922939,False,0
09167249-478b-4717-9fdc-ffdc317fb607,user_73@demo,user_199@demo,device_73,1158.29,2024-02-26T20:40:00,20,3,1,0.11582907709423773,False,0
f43dc346-191a-47cf-a8a8-10b39d82566e,user_184@demo,user_197@demo,device_15,3407.47,2024-06-09T18:06:00,18,2,0,0.34074669199682933,False,0
f95d7195-90a3-40f3-8b4a-423716fdce43,user_148@demo,user_93@demo,device_148,665.74,2024-03-24T19:47:00,19,3,3,0.06657449140382224,False,0
34be33f3-d765-4cf4-95a8-336e5a844e4d,user_138@demo,user_93@demo,device_138,2513.96,2024-02-12T16:16:00,16,3,3,0.2513955863701552,False,0
c5658542-647a-4609-926e-269793c41f4f,user_86@demo,user_29@demo,device_86,4814.84,2024-02-27T15:55:00,15,2,3,0.48148375314156994,False,0
6c6453df-34db-454e-af31-0e50059dac61,user_93@demo,user_23@demo,device_93,1978.93,2024-05-17T20:07:00,20,3,3,0.19789270560402727,False,0
9778b960-d3a9-4a70-9e83-8709cc7a68b6,user_67@demo,user_150@demo,device_67,4113.86,2024-01-28T14:43:00,14,3,1,0.4113862333121603,False,0
5a17229f-48d0-4576-b7f8-4f7c31b2c65d,user_143@demo,user_83@demo,device_143,1114.62,2024-06-11T17:52:00,17,1,3,0.11146223283692103,False,0
187e8dd1-2818-4f8c-89a0-302f862afbb9,user_104@demo,user_29@demo,device_104,236.28,2024-03-18T10:31:00,10,1,0,0.023628058695677676,True,0
48476b4b-03ea-4225-9472-428b3eee0395,user_34@demo,user_100@demo,device_34,1861.35,2024-05-30T15:47:00,15,4,1,0.18613474622795448,False,0
ae738ec3-63be-4d1a-afd9-eca691535660,user_125@demo,user_158@demo,device_125,4695.87,2024-01-09T14:44:00,14,3,2,0.46958747979111404,False,0
56a5d6f0-9378-4fe6-9f98-321f69d74abb,user_60@demo,user_93@demo,device_60,4904.83,2024-05-19T09:57:00,9,3,2,0.49048293144370947,True,0
2bfc16f8-56e6-461d-b771-e87eba859481,user_31@demo,user_117@demo,device_31,3317.22,2024-01-13T09:50:00,9,1,2,0.331721600292927,False,0
9dba1975-2d01-4985-8b13-4be6e1c772ee,user_144@demo,user_52@demo,device_144,4150.79,2024-05-30T09:13:00,9,2,1,0.41507910077134913,False,0
54364450-1722-401d-827c-7e45748b1b72,user_152@demo,user_0@demo,device_152,4293.45,2024-02-03T12:34:00,12,2,2,0.429344657063708,False,0
fad243b0-6d92-40a5-8eec-9b1d5fa1b9fc,user_6@demo,user_34@demo,device_6,1797.63,2024-05-30T08:20:00,8,2,0,0.17976289732904988,False,0
ef1b9b8e-83cc-492f-9f56-b37a2d41715c,user_189@demo,user_107@demo,device_5,577.11,2024-05-01T16:28:00,16,1,2,0.057711004086486765,False,0
319c2fdf-fe1f-4b6a-824f-c64ce87f7eca,user_128@demo,user_56@demo,device_128,226.39,2024-04-27T17:41:00,17,3,0,0.022639153412686682,True,0
d798588a-6fea-4ff7-a1da-77c1db46165f,user_102@demo,user_110@demo,device_102,548.73,2024-01-19T18:57:00,18,4,0,0.05487295300993436,False,0
6ad8eee8-c90d-4aef-b023-5def7da94ef2,user_32@demo,user_71@demo,device_32,3169.05,2024-04-07T17:38:00,17,3,2,0.3169052854262067,False,0
8c358b16-54d1-4d79-9358-211f86b1edd4,user_25@demo,user_180@demo,device_25,4265.44,2024-04-20T09:28:00,9,2,1,0.4265435759104919,False,0
4846a0b1-cc74-4f67-a27e-534c65d25a49,user_102@demo,user_107@demo,device_102,484.48,2024-03-21T19:42:00,19,4,2,0.04844783379853979,False,0
9b44f1ac-797e-4f1b-852a-6f27f632152f,user_121@demo,user_17@demo,device_121,4160.54,2024-04-20T09:06:00,9,1,2,0.4160541723489524,False,0
ed2bd13d-8ed9-4a92-a9f4-a9157a40d230,user_150@demo,user_143@demo,device_150,1654.93,2024-04-15T16:22:00,16,1,3,0.1654933447266863,False,0
ce150cf3-2ef6-45f2-a45a-7ed4d7733962,user_73@demo,user_154@demo,device_73,1764.71,2024-02-09T12:42:00,12,2,3,0.17647144666088133,False,0
9241b1ef-28d0-4ac3-bb70-6b9ff0033e4c,user_142@demo,user_94@demo,device_142,3815.4,2024-04-19T09:54:00,9,2,0,0.381540210336488,False,0
d9fc9c9a-3c5c-4799-9d80-8738dee33013,user_177@demo,user_68@demo,device_177,910.28,2024-03-27T08:22:00,8,3,0,0.09102761990846635,False,0
f17a4a22-dc65-4f74-9bcb-33ac8c56eb2a,user_168@demo,user_102@demo,device_168,717.95,2024-01-24T09:47:00,9,1,1,0.07179545242148307,False,0
19c46e6a-9543-40b6-aed2-78bdab760b17,user_40@demo,user_95@demo,device_40,3610.76,2024-01-14T12:09:00,12,1,1,0.3610763879035939,False,0
3216b59f-ccd1-4605-b86b-914c1620759a,user_20@demo,user_70@demo,device_20,3313.07,2024-06-04T15:28:00,15,4,3,0.3313074077113224,False,0
630cf222-c273-434b-a011-3f82974aa428,user_29@demo,user_89@demo,device_29,563.34,2024-05-14T14:42:00,14,4,2,0.056333996328264344,True,0
f18390fa-5e51-442a-8f37-464ac563b0c4,user_153@demo,user_14@demo,device_153,1030.07,2024-02-05T08:48:00,8,2,2,0.10300713905251216,False,0
f223626d-0b38-4e35-ac46-41ddaba197ab,user_127@demo,user_192@demo,device_127,886.72,2024-05-16T14:45:00,14,4,1,0.0886717061360453,False,0
f8545a44-f2b9-4e51-b8a0-90a40b612719,user_90@demo,user_18@demo,device_90,4310.2,2024-04-21T14:01:00,14,1,3,0.43102041664927165,False,0
3dc1df33-9c64-411b-bbb6-a111450c39f8,user_147@demo,user_109@demo,device_147,2028.07,2024-03-15T17:07:00,17,4,3,0.20280701936811193,True,0
079c521c-c076-4b1a-9488-e1347fca2ec6,user_158@demo,user_117@demo,device_158,4599.65,2024-04-21T19:54:00,19,1,0,0.4599651061189509,False,0
3bca4709-a0b5-40bf-b533-39486f0bb75a,user_134@demo,user_20@demo,device_134,4353.92,2024-02-26T14:21:00,14,3,1,0.4353916836815104,True,0
86d62151-b650-484f-8bcb-8c620579ca62,user_135@demo,user_130@demo,device_135,4530.55,2024-03-30T11:46:00,11,3,1,0.45305544305844514,False,0
89580c7c-ba89-4d22-b9f3-42c3f3a7bed4,user_50@demo,user_44@demo,device_50,772.82,2024-02-15T17:49:00,17,1,3,0.077282024713959,False,0
0b484bab-c11f-4676-96b2-e95465b916ce,user_148@demo,user_114@demo,device_148,4621.53,2024-06-09T18:20:00,18,3,1,0.46215297493444407,False,0
8b1030b7-08fd-4334-8524-86564fa2c0ef,user_161@demo,user_77@demo,device_161,1380.62,2024-03-31T20:32:00,20,1,0,0.1380621600755934,False,0
98fa9f5b-2c5d-418e-9a0d-5603f7855ead,user_14@demo,user_95@demo,device_14,392.89,2024-06-06T12:38:00,12,1,3,0.039288769585554044,False,0
20f9bc79-f743-42a6-9dac-2912b88cdb56,user_189@demo,user_10@demo,device_5,4546.16,2024-03-23T15:38:00,15,2,3,0.4546159283302586,False,0
fa63ea68-94b2-45f3-a992-fbb85cea3dea,user_115@demo,user_26@demo,device_115,4496.64,2024-01-22T20:32:00,20,3,1,0.449664290143931,True,0
cdedc36c-ffd5-44b5-8966-5b8b59c80abb,user_112@demo,user_135@demo,device_112,3052.93,2024-04-05T16:58:00,16,3,2,0.30529289775501456,False,0
947607fa-e683-443e-bb90-b8892393df1f,user_173@demo,user_153@demo,device_173,3948.24,2024-01-17T08:21:00,8,3,0,0.3948242388502687,False,0
9d0de7eb-c080-4639-8e6c-8dc49241ec43,user_64@demo,user_186@demo,device_64,4822.41,2024-03-26T18:05:00,18,2,1,0.48224060429830107,False,0
996eab3e-45ec-4bff-a2a5-6ef3f9279b0f,user_167@demo,user_179@demo,device_167,1965.87,2024-03-20T18:35:00,18,1,3,0.1965870341833448,False,0
909e44f6-8c9c-4b2e-a529-c8ad730ef8e8,user_32@demo,user_172@demo,device_32,4146.51,2024-06-14T19:42:00,19,1,3,0.41465052747433784,False,0
65f5e6ca-0fce-4285-8f5e-13a2eb49be09,user_79@demo,user_54@demo,device_79,9845.08,2024-02-09T01:04:00,1,5,12,0.9845082066260243,False,1
6cb2d9d3-2f0a-4ef1-bc2e-ea33f654f5ae,user_197@demo,user_138@demo,device_17,4419.57,2024-06-18T19:21:00,19,1,1,0.44195740058078825,False,0
c94a15bc-d1ca-4882-a227-9c39f86f9789,user_46@demo,user_178@demo,device_46,3127.45,2024-04-22T20:02:00,20,2,3,0.3127454994970024,False,0
4cc7895e-f8e6-4190-a45f-d3d56408eacb,user_113@demo,user_157@demo,device_113,3764.43,2024-02-29T12:34:00,12,4,1,0.3764431913906315,False,0
c45c555f-9c6f-4aaf-b814-5efb20cf3913,user_120@demo,user_49@demo,device_120,3394.75,2024-04-28T13:49:00,13,4,2,0.33947510570748113,False,0
3ba0c325-c0ad-4555-b42a-84cbaeb7c353,user_107@demo,user_41@demo,device_107,4008.28,2024-03-05T11:03:00,11,2,3,0.4008283528516222,False,0
b9b4eebb-34de-439d-a446-2b0a095a7217,user_26@demo,user_183@demo,device_26,4257.32,2024-01-22T16:48:00,16,3,1,0.4257318579943047,False,0
952d3b07-f2fd-4c52-b513-219e54256569,user_37@demo,user_112@demo,device_37,4732.6,2024-04-25T09:56:00,9,2,2,0.4732602182428685,False,0
bc3aa60f-c338-41b2-a80a-fb4bf014f40b,user_101@demo,user_129@demo,device_101,1186.53,2024-04-05T13:14:00,13,1,0,0.1186532588578529,False,0
c7e99df8-3931-4cc9-ba65-0a73a56a9ffb,user_182@demo,user_166@demo,device_5,3958.99,2024-01-10T13:18:00,13,2,3,0.3958989381036058,False,0
2ca483f6-aa09-4e52-9cb7-b5325cedbf7d,user_180@demo,user_120@demo,device_2,3080.59,2024-01-05T15:16:00,15,1,1,0.30805878032461065,False,0
12bcea77-e4ad-4915-8d03-e8b1d3f07a05,user_186@demo,user_155@demo,device_6,2122.04,2024-03-01T16:19:00,16,3,0,0.21220412471504688,True,0
7978f403-9505-4b48-a90c-98852682f036,user_159@demo,user_117@demo,device_159,563.18,2024-06-01T09:34:00,9,4,0,0.05631808974971748,False,0
450883c4-950f-4f73-9ca0-04777140d279,user_183@demo,user_36@demo,device_13,2151.9,2024-03-02T12:36:00,12,3,3,0.21519020765856353,False,0
8a7b4e83-e8b8-469a-a068-d4fcb9b04e58,user_134@demo,user_92@demo,device_134,4767.48,2024-04-09T09:55:00,9,1,3,0.476748435314772,True,0
1dfc9b3e-276e-4f71-b97f-f8cc0066bd81,user_95@demo,user_64@demo,device_95,91.05,2024-03-29T19:15:00,19,1,0,0.009104873323364866,False,0
0d75ff3c-22fb-4f27-92be-a0ffa4d164c1,user_85@demo,user_34@demo,device_85,1767.97,2024-06-13T08:11:00,8,3,3,0.17679722401098055,False,0
2071e041-c976-4910-8b08-3e9bb00b5aa9,user_46@demo,user_34@demo,device_46,3583.06,2024-01-10T09:18:00,9,4,1,0.3583064837405011,True,0
e4579071-f12c-4bfe-8254-780b4a327e75,user_10@demo,user_81@demo,device_10,2581.76,2024-03-05T12:02:00,12,4,1,0.2581764110379949,False,0
c7b7453c-7196-4c11-b3a4-b18373b0ded3,user_12@demo,user_168@demo,device_12,1373.35,2024-04-21T13:56:00,13,3,3,0.13733508645082285,False,0
d82399df-4838-40ea-86d7-f716c26cef9f,user_98@demo,user_86@demo,device_98,2486.05,2024-04-04T10:59:00,10,4,2,0.2486054100419743,False,0
99c251aa-14bf-40e6-a061-2dc00f909843,user_20@demo,user_111@demo,device_20,4975.54,2024-05-19T17:18:00,17,2,2,0.49755398425719366,False,0
a9f3fdc3-f71b-4bf3-8e1d-d934799b28cb,user_75@demo,user_79@demo,device_75,3017.08,2024-02-12T15:44:00,15,4,3,0.3017081922375693,False,0
d38ef72a-4de5-4cef-9da4-1fba2bdd5806,user_90@demo,user_158@demo,device_90,1380.03,2024-01-20T14:42:00,14,1,3,0.13800312467735393,False,0
64d337cf-0e8d-4a7b-8e57-822696c32a47,user_173@demo,user_40@demo,device_173,722.47,2024-01-09T08:08:00,8,4,0,0.07224695471291231,False,0
47fc5e8e-a1a5-4fb5-b72b-3dd5d0f7acae,user_92@demo,user_99@demo,device_92,171.6,2024-06-22T17:28:00,17,2,2,0.017160276665853822,False,0
5e728e1b-af39-4435-b573-5c8a5147297a,user_146@demo,user_35@demo,device_146,1841.08,2024-06-15T16:17:00,16,3,1,0.18410802437826235,False,0
5877fbee-147c-4cd1-949d-ff2a1a58a567,user_47@demo,user_127@demo,device_47,9954.22,2024-02-24T02:39:00,2,7,12,0.9954217932222765,True,1
7bd4fd23-a421-45b1-8aa2-7a12403cd9c4,user_51@demo,user_31@demo,device_51,4265.6,2024-02-14T10:57:00,10,4,3,0.42656031890177704,False,0
265734c5-e311-4770-a428-34855c57a29b,user_81@demo,user_171@demo,device_81,3550.61,2024-03-17T13:54:00,13,3,1,0.3550607029229745,False,0
c09f1949-f67f-483d-b8b6-94ca11d261de,user_163@demo,user_44@demo,device_163,1813.85,2024-02-01T20:12:00,20,2,1,0.18138459937921997,False,0
f282ccb7-dc0d-48ac-88b7-26f5edc0d2b8,user_92@demo,user_142@demo,device_92,1850.87,2024-06-05T17:56:00,17,2,0,0.18508667158510914,True,0
400d1dd6-5b91-4f8d-a258-e45355d6a097,user_183@demo,user_185@demo,device_13,2633.22,2024-05-27T15:04:00,15,4,1,0.26332213176031977,False,0
11989d14-88a9-48ff-9e22-11ab0a0bb1f2,user_115@demo,user_120@demo,device_115,2591.63,2024-05-21T18:40:00,18,2,1,0.2591626458981102,False,0
b6de2c66-cacf-4d9d-a8fe-7f27b3f4fb72,user_128@demo,user_14@demo,device_128,2595.33,2024-02-12T09:10:00,9,3,2,0.2595329643290841,False,0
2a92a813-fb43-4413-916b-1450032726f2,user_132@demo,user_72@demo,device_132,1260.52,2024-02-02T09:40:00,9,3,2,0.12605204918201754,False,0
